reag,count
CC(C)(C)OC(=O)NC1CCN(CCOS(C)(=O)=O)CC1,13
Nc1ccc(F)cc1N,13
Cc1ccc(C=O)cc1,13
OB(O)c1ccc(C(F)(F)F)cc1,13
Cc1cccc2ccoc12,13
Cl.O=C1CC[C@@H](C(=O)O)N1,13
CC(C)N(CCCl)C(C)C.Cl,13
CC(C)CN,13
COc1ccc(C(Cl)(c2ccccc2)c2ccc(OC)cc2)cc1,13
COc1ccc(C=O)cc1OC,13
CCS(=O)(=O)O,13
O=C(O)c1cc(F)c(F)cc1F,13
O=S(=O)(O)CCCN1CCOCC1,13
CCCCC.CCOC(C)=O,13
CC(C)(C)OC(=O)NCC(=O)O,13
CC=NO,13
O=Cc1ccc(F)cc1,13
C(=NCCN1CCOCC1)=NC1CCCCC1,13
Oc1cccc(O)c1,13
CC(O)C(=O)O,13
CCOC(=O)c1ccc(C#Cc2ccc3c(c2)C(OS(=O)(=O)C(F)(F)F)=CCC3(C)C)cc1,13
Cc1cc(C)c(C)c(O)c1,13
[C-]#N.[Li+],13
NN=C(c1ccccc1)c1ccccc1,13
O=C(O)CNCC(=O)O,13
CCO.CS(C)=O,13
CC(C)O.CCO,13
O=P(O)(O)P(=O)(O)O,13
CC(C)CON=O,13
c1ccc(P(c2ccccc2)c2ccccn2)cc1,13
C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,13
CCO.c1ccncc1,13
CC(C)C[Al+]CC(C)C.CCCCCC.[H-],13
COS(=O)(=O)O,13
N=C1NC(=N)c2ccccc21,13
O.O=C([O-])O.[Cl-].[Na+].[Na+],13
O=Cc1ccccc1F,13
C#CC,13
O=C(O)c1ccc(C2CC2)c(OCC2CCCO2)n1,13
C=CB1OB(C=C)OB(C=C)O1.c1ccncc1,13
Cl.NNC(N)=O,13
Cl.Clc1cccc(N2CCNCC2)c1,13
C(=NC1CCCCC1)=NC1CCCCC1.CS(C)=O,13
CC[N+](CC)(CC)CC.[F-],13
C[As](C)(=O)[O-].[Na+],13
O=S(=O)(N(c1ccccc1)S(=O)(=O)C(F)(F)F)C(F)(F)F,13
NC(N)=O.O=S(=O)(O)O,13
B.CCN(CC)c1ccccc1,13
N#CCc1ccccc1,13
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,13
C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,13
CCOC(=O)c1cc([N+](=O)[O-])c(C)nc1C(=O)OCC,13
O=C(O)c1cc(Br)c(Br)[nH]1,13
O=CO[Na],13
CCOC(=O)Cc1ccc(Br)cc1,13
Cc1nc(Nc2ccc(F)cc2)nc(Cl)c1C,13
CC(C)(Cl)c1ccc(C(=O)CCCCl)cc1,13
C=CCC(C)N(C)C(=O)OC(C)(C)C,13
C=CCC(C)O,13
C=CCN(C)C,13
CS(=O)(=O)CCO,13
O=C(O)CC(O)CCCOc1ccccc1,13
CC(C)COC(=O)CBr,13
CCC[N+](=O)[O-],13
OCCCCCCCCCBr,13
O[C@@H](c1ccccc1)C(O)(c1ccccc1)c1ccccc1,13
COc1cccc(OC)c1-c1ccccc1P(C1CCCCC1)C1CCCCC1,13
B1Oc2ccccc2O1,13
Nc1ccc([N+](=O)[O-])cc1N,12
O=[N+]([O-])c1nc2ccccc2[nH]1,12
CN(C)N,12
CN1CCCNCC1,12
COc1ccc(Br)c([N+](=O)[O-])c1,12
COc1ccc2c(c1)CC(C)(C)C(Br)=C2,12
O=[N+]([O-])c1ccccc1Br,12
Nc1ccc(Br)cc1,12
CC(=O)C(CCCCCCC(=O)O)CCCC(O)COc1ccc(F)cc1,12
CCCC(CCCCCCC(=O)c1cn(CCCC(=O)OCC)c2ccccc12)c1ccc(CC(C)C)cc1,12
OB(O)c1ccccc1Cl,12
CCOC(=O)c1ccc2nc(Br)sc2c1,12
O=C1CCCc2ccccc21,12
CC(C)(C)OOC(=O)c1ccccc1,12
O=C(Br)Br,12
N=C=NC1CCCCC1,12
Br[Al](Br)Br,12
SCc1ccccc1,12
Cc1ccc(S(=O)(=O)N(C)N=O)cc1,12
[Ca],12
FC1(F)CC1CBr,12
CCC(NC(=O)OCc1ccccc1)C(=O)ON1C(=O)CCC1=O,12
OC1CCCC1,12
CO.O.[K+].[OH-],12
CC(=O)OCC(COC(C)=O)OC(C)=O,12
CCCC(CCC)(C(=O)OC)c1ccccc1,12
O=C[C@H](O)[C@@H](O)[C@H](O)CO,12
O=C(CBr)c1ccccc1,12
CN(C)CCCN=C=N.Cl,12
CCOC(=O)C(C)OC(=O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],12
CCOc1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],12
[BH4-].[BH4-].[BH4-].[BH4-].[Na+].[Na+].[Na+].[Na+],12
COCCOCCO,12
C=C(CC(=O)OC)C(=O)O,12
CC(C)=O.CO,12
c1cc[nH]c1,12
O.[Cl-].[Na+],12
CC(=O)CC(=O)O,12
CCOCCOC(C)=O,12
C[C@H](N)C(=O)OCc1ccccc1,12
CCOP(=O)(CC#N)OCC,12
COc1ccc(Br)cc1,12
O=c1ccccn1O,12
O=C=NCc1ccc(Br)cc1,12
BrC1CCCC1,12
[SiH3]C(Cl)(Cl)Cl,12
CCCCCCCCCCCCc1cc(C(C(=O)O)c2ccccc2)no1,12
C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2,12
c1ccc(Sc2ccccc2)cc1,12
Br.BrCc1ccccn1,12
Cc1ccc(C(C)C)cc1,12
O=C(N=NC(=O)N1CCNCC1)N1CCNCC1,12
CCOC(=O)/N=N/C(=O)OCC.Cc1ccccc1,12
OCCC1CC1,12
NC(=O)c1cc(Oc2cccc(N)c2)ccn1,12
CN(C)[PH+](N(C)C)N(C)C.F[P-](F)(F)(F)(F)F,12
CC(C)N(C)C(C)C,12
CS(=O)[O-].[Na+],12
C=C[Sn](CCCC)(CCCC)CCCC,12
O=C1CCCC1,12
CC(C)(C)[Si](C)(C)O[Si](C)(C)C(C)(C)C,12
O=C(Oc1c(F)c(F)c(F)c(F)c1F)C(F)(F)F,12
CC1(C)c2ccc(P(c3ccccc3)c3ccccc3)cc2Oc2cc(P(c3ccccc3)c3ccccc3)ccc21,12
CC(C)(C)C(=O)OC(=O)C(C)(C)C,12
O=C(c1ccc2[nH]c(C(=O)N3CCS(=O)(=O)CC3)cc2c1)N1CCN(C2CCCC2)CC1,12
CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,12
O=[Pb]=O,12
NC1CCN(CCn2c(=O)cnc3ccc(F)cc32)CC1,12
COC1CCCC1.Cl,12
CCCC(N)CCCCCCCCC(N)CCC,12
CCCC1CC=CCCC=CCC(CCC)N=N1,12
CC(C)C1CC=CCCC=CCC(C(C)C)N=N1,12
O=C(O)c1cc(Nc2cccc(Cl)c2)c(C(=O)O)cc1Nc1cccc(Cl)c1,12
CCCCOC(=O)C=C(C)C=CC=C(C)C=O,12
Cc1cc(NC(=O)c2ccc(Cl)nc2)ccc1I,12
C1CCOC1.[H-].[Na+],12
[I-],12
c1ccc(COc2ccc3c(c2)CCNCC3)cc1,12
OC(CS)C(O)CS,12
COC(=O)CCCCBr,12
O=C(O)COc1ccccc1,12
CCCCCCCCCC,12
OC1CCC1,12
O=C(Cl)Cc1ccccc1,12
Brc1cccc2[nH]ccc12,12
COc1cccc(/C=C/c2nc3sccn3c(=O)c2I)c1OCC1CC1,12
CN(C)c1ccc2c(c1)C(c1ccc(O)cc1)CCCS2(=O)=O,12
CC(C)C[C@H](N)C(O)(c1ccccc1)c1ccccc1,12
O=C(CC1CCc2ccccc21)C1SCN[C@@H]1C(=O)O,12
Cn1ccnc1S,12
CCNC1CCCCC1,12
CCOC(=O)CSC,12
BNC(C)(C)C,12
COc1ccc(C2=NN(Cc3ccccc3)C(=O)[C@H]3CCCC[C@@H]23)cc1OC,12
O=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,12
CSCC=COC(C)=O,12
CCN(CC)C(=O)Cl,12
c1ncc2[nH]cnc2n1,12
C=C[C@H]1CN2CCC1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,12
O.[F-].[K+],12
CC(C)(C)[PH+](CCCS(=O)(=O)[O-])C(C)(C)C,12
CC(C)N(C(=O)CCl)c1ccccc1,12
[Nd],12
CCCc1ccccn1,12
CCc1cccnc1C,12
C#C[Mg]Br,12
CC(=O)Nc1cc(CCCN2CCCCC2)cc(C(F)(F)F)c1,12
CC(C)(C)OC(=O)[C@@H]1CCCN2CCC[C@H](N)C(=O)N12,12
COc1ccc(C)cc1B(O)O,12
COC(=O)c1cc([N+](=O)[O-])ccc1Br,12
COc1ccc(Cl)cc1B(O)O,12
CC(C)(C)O[Al-](OC(C)(C)C)OC(C)(C)C.[Li+],12
CC1NCCc2ccccc21,12
CCOP(=O)(C=[N+]=[N-])OCC,12
C[N+](C)(C)Cc1ccccc1.O=I(=O)Cl.O=I(=O)Cl,12
Fc1cccc(CBr)c1,12
CC(=O)O[Zn]OC(C)=O.O.O,12
F[n+]1c(Cl)cccc1Cl.O=S(=O)([O-])C(F)(F)F,12
O=C(O)c1ccc2c(c1)C=CC1(CC1)O2,12
CCCCCN1C(=O)C(=O)c2c(Br)cccc21,12
CC(C)(C)OC(=O)Nc1ccccc1,12
C[C@@H]1C[C@@H](O)c2ncnc(N3CCN(C(=O)OC(C)(C)C)CC3)c21,12
CC1(C)CC(=O)OC(=O)C1,12
COc1ccc(B(O)O)c(C=O)c1,12
Cl.Cl.Cl.NC1CCN(CCN2CCC(O)CC2)CC1,12
O=S(=O)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,12
CN1CC(N)C1.Cl,12
C1COOOC1,12
CC(C)c1cc(N)on1,12
NC1COc2nnccc21,12
O=C1c2ccccc2C(=O)c2ccccc21,11
Oc1ccc(F)cc1,11
Fc1ccc(S)cc1,11
CCOC=C(C(=O)OCC)C(=O)OCC,11
CCCC(=O)O,11
C1CCOC1.CCO.O,11
CCOC(=O)CC#N,11
Cl.ClCCN1CCCC1,11
Fc1cc(F)c(F)cc1F,11
COC(C)(C)CC(C)(C#N)N=NC(C)(C#N)CC(C)(C)OC,11
O=C(O)c1ccccc1I,11
CCCCCCCCS,11
O=S(=O)([O-])O.O=S(=O)([O-])[O-].[K+].[Na+].[Na+],11
Nc1ccncc1,11
CN(N=O)C(=N)N[N+](=O)[O-],11
NCCS(=O)(=O)O,11
CCc1ccc(C)nc1,11
CC1CN1C(=O)N(C)C,11
Cl[Sb](Cl)(Cl)(Cl)Cl,11
O=C(O)c1ccc2c(c1)Sc1ccccc1CC2,11
O=C(Cl)CCCCCBr,11
BrCCCCBr,11
ClCc1cccnn1,11
CC(C)(N)CN,11
c1cnc(N2CCNCC2)nc1,11
CCCNCCC,11
CCCC(O)CCCl,11
CC(=O)SCC(CCCN)C(=O)N[C@@H](CCCNC(=N)N)C(=O)O,11
CC(=O)SCC(CCCN)C(=O)N1CCC[C@H]1C(=O)O.O=C(O)C(F)(F)F,11
CC(=O)NC(CSC(C)=O)C(=O)N1CCC[C@H]1C(=O)O,11
CB(O)O,11
CCO.O=S(=O)(O)O,11
ClCCl.c1ccncc1,11
COc1ccc(N2CCNCC2)cc1.Cl.Cl,11
ClCCc1nc2ccccc2[nH]1,11
O=C(O)C1CC=CCC1,11
[Ba+2].[O-2],11
CCCC=O,11
N[C@@H](CC(=O)O)C(=O)O,11
Nc1ccccc1O,11
N[C@@H](CCCCNC(=O)OCc1ccccc1)C(=O)OCc1ccccc1,11
CC(C)(C)c1ccccc1,11
O=C(O)CCC(=O)O,11
COc1ccc(CN)cc1,11
C1COCCO1.N,11
C[SiH](C)C(C)(C)C,11
CCCC[Mg]CCCC,11
CC[Mg]Cl,11
O=C(C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,11
C#CCCCO,11
O=Cc1ccccc1Br,11
NCCNCc1cc[nH]n1,11
OCc1cc[nH]n1,11
CC(S)N1C(=O)c2ccccc2C1=O,11
NCCCS,11
CSC(=N)N[N+](=O)[O-],11
c1ccc2c(C3CCC4(CC3)OCCO4)c[nH]c2c1,11
c1ccc2cnccc2c1,11
F[P-](F)(F)(F)(F)F.[PH4+],11
CC(=O)O.CO.ClCCl.O,11
CCC(CC)COC(C(=O)N(C)CC[NH+](C)C)(c1ccccc1)c1ccccc1.[Cl-],11
CO[C@H]1C[C@@H](S(=O)(=O)c2ccc(Br)cc2C(F)(F)F)C[C@@H]1C(=O)NC1(C#N)CC1,11
Cc1ccc(C(C)(CO)CCCCBr)cc1,11
COC(=O)C(Br)C(=O)OC,11
C1CCOC1.N,11
COc1ccc(C)cc1C(=O)N[C@H]1CCC[C@@H]1Nc1cnc(C(F)(F)F)cn1,11
C#CCCCCOS(=O)(=O)c1ccc(C)cc1,11
CCCCC.[Li]C(C)(C)C,11
O=Cc1c(F)cccc1Cl,11
O=C1C=CC(=O)C=C1,11
BrCCc1ccccc1,11
[Br-].c1ccc([PH+](c2ccccc2)c2ccccc2)cc1,11
CC(=NO)C(C)=NO,11
[Li]N1C(C)(C)CCCC1(C)C,11
CC(C)C[NH2+]CC(C)C.[H-],11
N#Cc1ccccc1,11
c1ccc2[nH]ncc2c1,11
Cc1ccc([SH](=O)=O)cc1,11
Br.O=C(C1CCCO1)N1CCNCC1,11
CCN(CC)C(=O)c1ccccc1O,11
OC(c1ccccc1)(c1ccccc1)c1ccccc1,11
C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[I-],11
COc1ccc2c(c1)N(CCN1CCC(N)CC1)C(=O)OC2.O=C(O)C(F)(F)F,11
NN.O=S(=O)(O)O,11
COC(=O)CC(C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)O,11
[N-]=[N+]=NC[C@H](O)c1ccc(OCc2ccccc2)c2[nH]c(=O)ccc12,11
CCCC(C)C(=O)C(=O)C(C)(C)C,11
[K+].[O-][I+3]([O-])([O-])[O-],11
O=C(O)c1cnc(OCC23CC4CC(CC(C4)C2)C3)c(C2CC2)c1,11
C=C1CC(=O)O1,11
B.Cc1ccccn1,11
O=C(O)[C@@H]1C[C@@H](O)CN1,11
COc1ccc(C(=O)O)cc1N,11
CC(C)CCN,11
CCOC(=O)OCC,11
O=C1CCC2CC=CC=C2C1,11
CC(C)O.CCCCCC,11
C=CN1CCCC1=O,11
COc1cc(C(O)C(CO)Oc2ccccc2OC)ccc1O,11
O=c1cc(CO)occ1O,11
Cc1nc(N2C[C@@H](C)N(Cc3ccc(F)cc3)C2=O)sc1C(=O)O,11
CC(C)[Si](Cl)(C(C)C)C(C)C,11
Cn1cncc1C(O)c1ccccn1,11
CC(=O)C#N,11
C1CCC([PH+](C2CCCCC2)C2CCCCC2)CC1.F[B-](F)(F)F,11
COC(=O)C(C)(C)C(C)=O,11
CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)O)C(C)C)cs1,11
COC(=O)OC(=O)OC,11
C[SiH](Cl)Cl,11
CCC(C)CN,11
c1ccc2c(c1)CNc1ccccc1S2,11
COc1ccc(OC)c(B(O)O)c1,11
O=C=NC(=O)Cc1ccc(F)cc1,11
C=C[B-](F)(F)F.[K+],11
O=CNS(=O)(=O)Cl,11
CC(C)(C)O.O,11
O=C([O-])c1ccccc1C(=O)O[O-].[Mg+2],11
Br[Mg]C1CCCCCC1,11
ICCCCI,11
F.[F-].[K+],11
F.[K],11
C1COCCO1.O.[Li+].[OH-],11
C[N+](C)(C)N.[I-],11
C=C1CCN(C)CC1,11
CC(=O)Nc1cc(Br)cc(C(F)(F)F)c1,11
CCOc1ccc(Nc2nc(Cl)nc(Nc3ccc(OC)c(Cl)c3)n2)cc1Cl,11
O=C(CBr)c1cc(Cl)ccc1Cl,11
CCCC[Sn](CCCC)(CCCC)COCc1ccccc1,11
O=C1COc2cnccc21,11
O=Cc1cccc(C(F)(F)F)c1Cl,11
C1CCOC1.C[Si](C)(C)[N-][Si](C)(C)C.[K+],11
CCOC(=O)C(Br)C(=O)c1ccc(Br)cc1,11
CCOC(=O)c1cccnc1NCC(CC)CC,11
CC1(C)CCC(O)(c2ccc(Cl)cc2)/C(=C/O[Si](C)(C)C(C)(C)C)C1,11
CC1(C)CCC(O)(c2ccc(Cl)cc2)/C(=C/O[Si](C)(C)C)C1,11
CCCCN1C(=O)C(O)(CC(=O)c2ccccn2)c2ccccc21,11
ClC(Cl)Cl.O,10
CCCCOc1cc(C(=O)O)cc([N+](=O)[O-])c1C(=O)c1ccccc1,10
O=C(Cl)c1ccc([N+](=O)[O-])cc1,10
CNCCO,10
N#Cc1cc2c([N+](=O)[O-])cccc2[nH]1,10
Cc1c[nH]c2cccc([N+](=O)[O-])c12,10
COc1cccc(Br)c1,10
Cl[Bi](Cl)Cl,10
N#N.[H][H],10
C1CCOC1.CCCCCC,10
Oc1cccc(C(F)(F)F)c1,10
CC1(C)CC=C(c2ccccc2)c2ccc(C#Cc3ccc(C(=O)O)cc3)cc21,10
CC(C)=O.Cc1ccccc1,10
O=C1CC(=O)N(CCNC(=O)c2ccccc2I)c2ccc3ccccc3c2N1,10
O=C(O)c1ccc(O)cc1,10
CCN(CC)c1ccncc1,10
COc1ccc(C(=O)O)cc1OC1CC=CC1,10
O=C(Cl)c1cccs1,10
CCCC(OC)(OC)OC,10
O=C1CC[C@@H](C(=O)O)N1,10
CC(=O)O.CO.ClCCl,10
Clc1ccccc1C(Cl)(c1ccccc1)c1ccccc1,10
CC(=O)O.CCO,10
CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,10
Cc1ccc(S(=O)(=O)N[C@H](c2ccccc2)[C@H](N)c2ccccc2)cc1,10
O=[N+]([O-])c1ccccc1C=Cc1ccccn1,10
Nc1ccccc1CCc1ccccn1,10
O=COC=O,10
N#CCCCN=NCCCC#N,10
CC[O-].CC[O-].[Mg+2],10
CS(C)=O.O=C(Cl)C(=O)Cl,10
CC(C)[C@H]1COC(c2cccc(C3=N[C@@H](C(C)C)CO3)n2)=N1,10
COc1ccc(C(OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](OC(=O)Nc3ccccc3)[C@@H]2O)(c2ccccc2)c2ccc(OC)cc2)cc1,10
ClCC(Cl)(Cl)Cl,10
O=C(Cl)c1ccc(F)cc1,10
COc1ccc(C=O)cc1,10
Cc1ccccc1N,10
Sc1nc2ccccc2s1,10
Cc1ccc(S(N)(=O)=O)cc1,10
CCCCCCCC(=O)C([NH3+])(C(=O)CCCCCCC)C(=O)CCCCCCC.[Cl-],10
O=[Cr](=O)=O.c1ccncc1.c1ccncc1,10
COc1ccc(C(=O)c2ccc(OC)c(OC)c2)cc1OC,10
CC(C)(C)OC(=O)CBr,10
O=Cc1ccc(O)cc1,10
Nc1ccsn1,10
COC(=O)c1ccc(CBr)c(OC)c1,10
CCOC(=O)CC1Cc2ccc(OCCCNc3ccccn3)cc2CNC1=O,10
COC(=O)CN.Cl,10
COC(=O)c1cccnc1NC(=O)C(C)CSC(C)=O,10
C1CCCC(NC2CCCCC2)CC1,10
C[C@H]1CC[C@H](NC2CCCCCC2)CC1,10
C1CCCC(NC2CCCC2)CC1,10
C1CCCC(NC2CCC2)CC1,10
C[C@H]1CC[C@H](NC2CCC2)CC1,10
CC(=O)Nc1cccc(N)c1,10
CC[N+]([O-])(CC)CC,10
c1ccc([SiH2]c2ccccc2)cc1,10
C1CCOC1.CCOCC,10
CCCc1c(OCCCOc2ccc(Cl)cc2)ccc2c1OC(CCC(=O)OCC)(CCC(=O)OCC)CC2=O,10
COCCNC(=O)c1ccc(CCC(=O)NCC(=O)N(C)c2ccc(Cl)c(COc3cccc4c3nc(OC)n4Cc3ccccn3)c2Cl)cc1,10
N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,10
CCCC,10
COc1cccc(Nc2c(C(N)=O)cnc3c(C)cc(S(=O)(=O)c4cccc(C(=O)NCCCCCCCC=O)c4)cc23)c1,10
O=C([O-])N=NC(=O)[O-].[K+].[K+],10
Cc1cccc([N+](=O)[O-])c1C(=O)OC(=O)c1c(C)cccc1[N+](=O)[O-],10
O=C1NC2C=CC1C2,10
Clc1ncnc2nc[nH]c12,10
OCC1CO1,10
C[Si](C)(C)CCOCn1ccnc1C=O,10
c1cnc2ncccc2c1,10
CC(C)(C)[NH3+].[Cl-],10
[K+].[SH-],10
CC(C)(C)CN1Cc2c(cc(Cl)c3[nH]ncc23)C[C@H](CC(=O)N2CCC(N3Cc4ccccc4NC3=O)CC2)C1=O,10
O=C(O)CN1CCCC(c2ccc(F)cc2)(c2ccc(F)cc2)C1=O,10
c1ccc(C2(c3ccccc3)CCNC2)cc1,10
Nc1cccc(C(=O)O)c1,10
CC(C)(C)O[N+](=O)[O-],10
[Cl-].[Cs+],10
O=Cc1ccco1,10
COc1nnnc(OC)c1Cl,10
CCON=C=NCCCN(C)C.Cl,10
O=C(c1ccccc1)c1ccccc1.[Na],10
O=Cc1ccc(Br)cc1,10
BrCc1cc[nH]n1,10
OCc1ncccn1,10
CNC(=N[N+](=O)[O-])SC,10
N#CN.[Pb],10
COc1ccc([N+](=O)[O-])cc1C(O)OC,10
CCOC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1,10
COC(=O)c1c(OCc2ccccc2)c(=O)c(C(=O)NCc2ccc(F)cc2)cn1CC=O,10
CC[Si](CC)(CC)OS(=O)(=O)C(F)(F)F,10
NC(CS)C(=O)O,10
O=[N+]([O-])c1cc(S(=O)(=O)Cl)ccc1Cl,10
O=[N+]([O-])c1cccc(B(O)O)c1,10
COc1ccc(Br)cc1C,10
CC(C)CNCC(C)C,10
NCc1ccc(C(F)(F)F)cc1,10
COC(N)=O,10
CC#N.O=C(O)C(F)(F)F,10
CCC(=N)NCCCN(C)C.Cl,10
O=[N+]([O-])c1ccc(O)c(CO)c1,10
O=[Bi],10
C1CCC2CCCCC2C1,10
O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21,10
CCN=C=NC(C)(C)CC.Cl,10
CCCC[O-].[Na+],10
OCC(F)(F)F.[Na],10
OCCC1Cc2ccccc2C1,10
CC(C)(C)OC(=O)N1CCN(c2ccc(N)nc2)CC1,10
O=C(O)CO,10
C[Si](C)(C)NC(=O)N[Si](C)(C)C,10
CS(=O)(=O)NC(=O)c1cc(F)c(F)cc1F,10
[Ca+2].[H-].[H-],10
Oc1c(I)cc(I)cc1I,10
ClCCl.O.O=C(O)C(F)(F)F,10
CCn1c(C)c(C(=O)CC(C(=O)O)c2c(C)n(CC)c3ccccc23)c2ccccc21,10
Cc1cc2ccccc2[nH]1,10
Cc1ncccc1C(N)=O,10
NO.O,10
CC(C)N(C(C)C)C(C)C,10
O=C(CBr)C(Br)Br,10
CC(C)(C)OC(=O)N1CCC(Oc2cc(NC(=O)c3cccnc3Cl)cc(C(F)(F)F)c2)CC1,10
CCCCCl,10
COc1ccc(C=O)c(OC)c1,10
C1CCOC1.Cl,10
O=C(O)c1cc(C2CC2)c(OCC23CC4CC(CC(C4)C2)C3)cc1F,10
COC(=O)CCC(C)C(=O)N[C@@H](CCCCN)C(=O)O,10
Cln1nnc2ccccc21,10
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O,10
C=C(C)Br,10
Fc1ccc(F)c2c1C=CCO2,10
C1CCCCCC(N2CCCCCCCCCN2)CCCC1,10
O=[Mn](=O)(=O)[O-],10
N=C(N)Nc1nc(CSCCN)cs1,10
C1CC2(CCN1)OCCO2,10
CCO[Si](OCC)(OCC)OCC,10
Cc1ccc(S(=O)(=O)n2ccc3nc(N(N)C(=O)OC(C)(C)C)cnc32)cc1,10
N#C[C@@H](O)c1cccc(Oc2ccccc2)c1,10
ClCCl.[Br-].[K+],10
COC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Cl-],10
C1CCCCC1.[Li]C(C)CC,10
O=[Se](O[Se](=O)c1ccccc1)c1ccccc1,10
B.[Al+3].[Cl-].[Cl-].[Cl-],10
CN(Cc1cn(Cc2ccccc2)c2ccccc12)C(=O)OCc1ccccc1,10
O=[N+]([O-])c1cc(S(=O)(=O)[O-])ccc1O.[Na+],10
c1ccc(N=Nc2ccccc2)cc1,10
COc1cc(/C=C(\C)C(=O)O)c(OC)c2ccccc12,10
C=CCN1CC[C@@]2(C)c3cc(OC)ccc3N(C)[C@@H]12,10
O=S(Cl)c1ccccc1,10
O=P([O-])(O)O.O=P([O-])([O-])O.[K+].[Na+].[Na+],10
Cc1ccc(S(=O)(=O)N[C@@H](c2ccccc2)[C@@H](N)c2ccccc2)cc1,10
Oc1ccccc1Cl,10
Cl.O.O=C1CCNCC1,10
CC(C)(C)[C@@]1(O)CCN2C[C@@H]3c4ccccc4CCc4cccc(c43)[C@H]2C1,10
OB(O)c1cnc2ccccc2c1,10
Nc1nc2ccc3ccc(Br)cc3c2c(=O)[nH]1,10
C=COCCCCCCCC,10
CC(C)(C)OC(=O)N1CCC[C@@H]1CO,10
CCCCB(CCCC)CCCC,10
CN(CC(CC=O)c1ccc(Cl)c(Cl)c1)C(=O)c1ccccc1,10
CC(C)(C)P,10
NCCCN(CCCN)CCCN,10
COc1c(Cl)cccc1Br,10
CCC1CCNc2ccccc21,10
COc1ccc([Mg]Br)cc1,10
CO.ClCCCl,10
CCCCCCCCCC[N+](C)(CCCCCCCCCC)CCCCCCCCCC.CCCCCCCCC[N+](C)(CCCCCCCCC)CCCCCCCCC.CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.[Cl-].[Cl-].[Cl-],10
CCCOc1nc(C(=O)N[C@H](CO)CC(C)C)cnc1N1CCCC1,10
[Gd],10
[Li+].[Li+].[S-2],10
CC(C)(C)c1nc(Cl)c2nnn(Cc3ccccc3Cl)c2n1,10
OC12CC3CC(CC(C3)C1)C2,10
CC(C)N=C=S,10
S.[H][H],10
Cc1ccc(B(O)O)cc1,10
CCCCC(Br)CBr,10
CCOC(=O)[C@H](C)N,10
O=Cc1cncc(Br)c1,10
CNCc1c(C)[nH]c2ccccc12,10
COC(=O)c1ccc(C)c(B2OC(C)(C)C(C)(C)O2)c1,10
COc1ccc(CN2CC(C)NC2=O)cc1,10
Cl.O=C(OCc1cncs1)Oc1ccc([N+](=O)[O-])cc1,10
OC1C(=Cc2cccnc2)N2CCC1CC2,10
OC1C2CCN(CC2)C1Cc1cccnc1,10
CCCCCCCCCCCCc1ccc(S(=O)(=O)N=[N+]=[N-])cc1,10
COC(=O)C#N,10
COC(=O)C(O)=CC(=O)N(C)Cc1ccc(F)cc1,10
[Li]COCC,10
O=[N+]([O-])c1cccnc1Br,10
Cc1ccc([N+](=O)[O-])c(F)c1,10
CCOC(=O)c1cc2c([N+](=O)[O-])cccc2[nH]1,10
C/C=C/[Sn](CCCC)(CCCC)CCCC,10
C[C@H]1CC[C@H](NC2CCCC2)CC1,10
Cc1ccc(C#N)c(N=CN(C)C)n1,10
CS(=O)Cc1cccc2c(C(c3ccc(Cl)cc3)c3ccc(Cl)cc3)c[nH]c12,10
CCCCCCCCc1ccc(NCC2(NC(=O)OC(C)(C)C)COC(C)(C)OC2)cc1,10
CN(C)C(Sc1cccc[n+]1[O-])=[N+](C)C.F[P-](F)(F)(F)(F)F,10
CCCc1ccc(CC(NC(=O)c2ccc(OCCC3CC3)cc2)C(=O)NCCO)cc1,10
CC1Cn2nc(COc3ccccc3)cc2C(=O)N1,10
CC1Cn2nc(COc3ccccc3)cc2CN1,10
Oc1cncc(Cl)c1,10
Oc1nc2c3ccccc3oc2c2ccc(Cl)cc12,10
O=c1cccco1,9
